0.227109838,2.676635713,0.243335506,-2.53190504,0.854564808,-0.443819729,0.398037328,-0.555517834,0.477568193,0.004464124,0.632249569,-0.107503081,-0.856854046,-1.044450017,-0.270236783
-1.524448829,-0.373603324,-1.524610326,0.39495952,1.578320091,-0.443819729,0.398037328,0.490945688,0.477568193,1.391232265,1.853146959,-0.107503081,0.752696456,-1.044450017,-0.270236783
0.519036282,-0.373603324,0.832650784,0.39495952,1.288817978,-0.443819729,0.398037328,-0.032286073,0.477568193,1.391232265,1.853146959,-0.107503081,-0.856854046,-1.044450017,1.09686075
-1.232522384,-0.373603324,-0.935295049,0.39495952,1.723071148,-0.443819729,-1.710796804,-0.555517834,2.359124816,1.391232265,1.853146959,-0.107503081,-0.856854046,-1.044450017,-1.637334316
-0.94059594,-0.373603324,-0.64063741,0.39495952,1.288817978,-0.443819729,0.398037328,-0.555517834,-0.933599275,1.391232265,1.853146959,-0.107503081,-0.856854046,-1.044450017,-0.270236783
1.68674206,-0.373603324,1.7166237,0.39495952,-0.013941533,-0.443819729,-1.710796804,-0.555517834,0.477568193,0.004464124,-0.100288865,-0.107503081,0.752696456,1.458237807,-1.637334316
1.68674206,-0.373603324,1.7166237,0.39495952,0.347936109,-0.443819729,-1.710796804,2.060640971,0.477568193,0.004464124,-0.100288865,-0.107503081,0.752696456,0.206893895,-1.637334316
1.68674206,-0.373603324,1.7166237,0.39495952,2.229699847,-0.443819729,0.398037328,-0.555517834,-0.933599275,1.391232265,2.927536662,-0.107503081,0.752696456,-1.044450017,-0.270236783
-0.94059594,-0.373603324,-0.64063741,0.39495952,0.203185052,-0.443819729,0.398037328,-0.555517834,-0.463210119,0.004464124,-0.100288865,-0.107503081,-0.856854046,-1.044450017,1.09686075
1.102889171,-0.373603324,1.127308423,0.39495952,1.216442449,-0.443819729,-1.710796804,-0.032286073,-0.933599275,1.391232265,1.853146959,-0.107503081,-0.856854046,0.206893895,-1.637334316
